gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,n_counts,n_cells,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
ACAP3,1794.5384615384614,67.29999999999998,ACAP3,False,,0.167276529012023,0.2659369825921302,0.8558234181518135,79469.85,228,False,228,0.65859073,0.5059683,88.08154730789336,1259.884,7.1395683
CPSF3L,1229.875,60.46000000000003,CPSF3L,False,,0.37271301620491376,0.6596525206307006,0.8805252836756274,137179.61,446,False,446,1.2855159,0.8265918,76.6858337689493,2459.192,7.807995
DVL1,2268.0,66.24,DVL1,True,5227.0,0.14375326711970726,0.30620703532535576,1.160142367504427,56110.76,176,False,176,0.50374144,0.4079563,90.79979090433874,963.6574,6.8717732
AURKAIP1,849.1666666666666,66.87,AURKAIP1,False,,0.5378985886042864,1.170241816070182,1.0285837533978253,376122.03,542,False,542,1.624396,0.9648508,71.6675378985886,3107.4695,8.041885
CCNL2,1673.75,51.36999999999999,CCNL2,True,5556.0,1.065865133298484,2.944404285148762,1.1441495681793379,390855.6,846,False,846,2.586475,1.2771698,55.77626764244642,4947.9263,8.506926
RP4-758J18.2,1346.125,59.37,RP4-758J18.2,True,931.0,0.18348144276006273,0.5348315970665377,1.557480285634044,92597.73,181,False,181,0.53876424,0.43097964,90.53842132775745,1030.656,6.9389205
MRPL20,811.5,53.09000000000001,MRPL20,False,,0.6994249869315212,1.4289588742079595,0.9245359612443375,286726.44,699,False,699,2.0902896,1.1282648,63.46053319393623,3998.7239,8.293981
ATAD3B,2459.3333333333335,58.82999999999999,ATAD3B,True,1519.0,0.3847360167276529,1.1060848805901953,1.4245103537485615,170724.86,370,False,370,1.1017483,0.74276954,80.65865133298485,2107.6445,7.6538005
ATAD3A,1610.0,59.87,ATAD3A,True,6184.0,0.1244119184526921,0.2512499808620609,1.111419367391605,67223.53,152,False,152,0.44650498,0.36915028,92.05436487192891,854.164,6.751293
SSU72,1706.5,53.87,SSU72,False,,0.5316257187663356,1.1340672824344267,1.0103762206313542,189229.56,588,False,588,1.6937177,0.9909223,69.26293779404078,3240.082,8.083663
MIB2,2003.9714285714285,66.41000000000001,MIB2,False,,0.14793518034500783,0.2275807238296883,0.8360878488247895,62343.406,211,False,211,0.597047,0.46815628,88.97020386826973,1142.1509,7.0415435
CDK11B,2011.1666666666667,52.93,CDK11B,False,,0.7637219027705175,1.667992834755365,0.972299482460468,349861.03,748,False,748,2.2384536,1.1750959,60.899111343439614,4282.1616,8.362447
SLC35E2B,4311.5,53.64,SLC35E2B,False,,0.5865133298484057,1.1118891443044392,0.8840963052138417,225722.53,630,False,630,1.8391577,1.0435075,67.06743335075798,3518.3086,8.166019
RP11-345P4.7,1422.0,52.67,RP11-345P4.7,False,,0.09461578672242552,0.15579212479249033,0.9221955142529366,33204.633,139,False,139,0.38630697,0.32664335,92.73392577104025,739.00525,6.6066575
CDK11A,1353.0833333333333,51.99,CDK11A,False,,0.2671197072660742,0.4071662288635129,0.7877460229883474,95765.96,362,False,362,1.0196383,0.7029184,81.0768426555149,1950.5681,7.5763884
RP1-283E3.4,791.0,50.91,RP1-283E3.4,False,,0.17720857292211187,0.2870953419348348,0.8680676349440897,64742.836,244,False,244,0.68649155,0.52265036,87.24516466283325,1313.2583,7.181028
SLC35E2,1287.0,52.17,SLC35E2,True,5079.0,0.10925248301097752,0.2302124639386541,1.169650090279364,40073.426,140,False,140,0.39610553,0.3336866,92.68165185572398,757.7499,6.6316724
NADK,1305.5263157894738,53.700000000000024,NADK,True,6870.0,0.2226868792472556,0.4597988438497221,1.0850546950061235,74936.07,270,False,270,0.76719815,0.5693953,85.88604286461056,1467.65,7.292099
GNB1,1257.75,46.68,GNB1,False,,1.2561421850496601,3.012808749647328,0.9518594547573991,462191.84,987,False,987,3.0295086,1.3936445,48.40564558285415,5795.4497,8.665001
PRKCZ,985.0370370370371,56.440000000000026,PRKCZ,True,3849.0,0.2043910088865656,0.47127778008648147,1.2209787060607888,103675.92,239,False,239,0.70400363,0.53298056,87.50653423941453,1346.7589,7.206198
C1orf86,1776.0666666666666,60.960000000000015,C1orf86,True,6645.0,0.22582331416623105,0.46989766123440757,1.0921487163319383,95788.2,269,False,269,0.78084004,0.5770852,85.93831677992682,1493.747,7.3097124
RER1,1243.0,53.84000000000002,RER1,False,,0.4296915838996341,0.8947664843276714,1.0169215393194877,169406.61,483,False,483,1.4046623,0.87740946,74.75169890224778,2687.119,7.896597
PANK4,1128.75,60.71000000000001,PANK4,False,,0.17982226868792472,0.3117892989389932,0.9279382782115357,66119.0,237,False,237,0.6698849,0.51275474,87.61108207004705,1281.4899,7.1565585
RP3-395M20.12,996.0,69.48,RP3-395M20.12,False,,0.09095661265028751,0.14758030826299667,0.9108063216227127,39506.2,126,False,126,0.36127648,0.30842283,93.41348667015158,691.1219,6.539762
RP3-395M20.8,1772.6666666666667,62.87,RP3-395M20.8,True,1743.0,0.19393622582331416,0.5078711612026932,1.3929276354875875,98211.484,200,False,200,0.59526014,0.4670368,89.54521693674856,1138.7327,7.038549
TNFRSF14,1266.75,64.05999999999997,TNFRSF14,False,,0.7694720334553058,1.5592767608544906,0.9008359262075393,407248.9,770,False,770,2.2926779,1.1917012,59.749085206481965,4385.8926,8.386376
FAM213B,1652.0666666666666,64.59000000000002,FAM213B,True,3533.0,0.1411395713538944,0.3231654370996072,1.2487548709983858,62896.71,151,False,151,0.44598693,0.3687921,92.10663878724516,853.173,6.7501335
TPRG1L,2301.5,52.22,TPRG1L,True,4769.0,0.17616309461578672,0.3899754378213813,1.1867002294056233,62018.816,202,False,202,0.58152044,0.4583867,89.44066910611605,1112.4486,7.0152173
WRAP73,1461.7,55.25,WRAP73,True,5849.0,0.14375326711970726,0.2978388344885355,1.1284373339467701,45888.867,183,False,183,0.5138936,0.4146849,90.43387349712494,983.0785,6.8917055
TP73-AS1,2179.5714285714284,54.43,TP73-AS1,True,4202.0,0.15159435441714583,0.3357937433153912,1.2016518108908745,56847.676,175,False,175,0.5040487,0.4081606,90.85206481965498,964.2451,6.872382
LRRC47,1219.0,54.46,LRRC47,True,2702.0,0.07684265551489806,0.17453144855612457,1.2874882422014917,43376.742,105,False,105,0.2966905,0.25981525,94.511238891793,567.5689,6.3431225
CEP104,1336.8181818181818,47.92000000000001,CEP104,False,,0.24464192368008364,0.49137425717453914,1.0467897925677871,96793.2,291,False,291,0.83582306,0.6074929,84.78829064296916,1598.9296,7.377715
DFFB,2036.1666666666667,51.659999999999975,DFFB,False,,0.0982749607945635,0.17548342435702016,0.9978334101992355,35380.91,129,False,129,0.36625582,0.312074,93.25666492420282,700.6474,6.553431
C1orf174,2560.6666666666665,49.32,C1orf174,False,,0.17198118139048615,0.2544028197293563,0.7945130110626922,59102.77,250,False,250,0.69781005,0.5293392,86.9315211709357,1334.9106,7.1973686
KCNAB2,1612.1,56.049999999999976,KCNAB2,False,,1.1275483533716675,2.567404917247559,0.9299007698985807,479712.78,975,False,975,2.9585943,1.375889,49.032932566649244,5659.791,8.641319
RPL22,1003.75,50.61000000000001,RPL22,False,,10.018818609513852,56.56449923120169,0.8546704037194983,4054221.8,1657,False,1657,6.595576,2.027566,13.382122320961843,12617.337,9.442906
TNFRSF25,1203.3,59.700000000000024,TNFRSF25,False,,0.3789858860428646,0.7501230296124076,0.982623406264503,167185.5,430,False,430,1.265322,0.8177169,77.5222164140094,2420.561,7.7921677
NOL9,1877.8,47.78,NOL9,False,,0.10507056978567694,0.17357783236039667,0.9193113101256087,41775.91,146,False,146,0.41087347,0.344209,92.36800836382645,786.001,6.6682296
ZBTB48,1423.25,57.77999999999999,ZBTB48,True,6072.0,0.19602718243596445,0.4118670536540349,1.116571039939733,99156.36,237,False,237,0.686913,0.5229002,87.61108207004705,1314.0646,7.181641
KLHL21,2695.8,54.46,KLHL21,False,,0.09095661265028751,0.15176440868140656,0.9366289070085682,32501.307,128,False,128,0.35398284,0.3030505,93.30893883951909,677.1692,6.519397
THAP3,1030.875,56.769999999999996,THAP3,True,1592.0,0.15838996340825928,0.4126610047527709,1.4086151453215945,104796.77,170,False,170,0.5045242,0.40847668,91.11343439623629,965.1548,6.873324
DNAJC11,1410.857142857143,46.600000000000016,DNAJC11,False,,0.2415054887611082,0.4876696988453814,1.053612533199244,139850.14,292,False,292,0.83673024,0.6079869,84.7360167276529,1600.6649,7.378799
CAMTA1,1567.2941176470588,48.0,CAMTA1,True,953.0,0.3251437532671197,0.9977827329852776,1.5521715664687656,165736.62,296,False,296,0.88557076,0.63423055,84.52692106638787,1694.0969,7.4354954
VAMP3,1144.3333333333333,42.77,VAMP3,False,,0.18870883429168844,0.35610675252128776,1.0059987937907215,69024.59,240,False,240,0.6806717,0.51919353,87.45426032409827,1302.125,7.1725206
PARK7,811.3,45.40999999999999,PARK7,False,,1.2242550967067434,3.1510431817535562,1.0286507779027927,543077.8,954,False,954,2.948984,1.3734583,50.13068478829064,5641.4062,8.638066
RERE,2044.111111111111,41.89999999999999,RERE,False,,0.32618923157344487,0.5347583260973706,0.8289084893473141,151964.11,427,False,427,1.2292886,0.80168253,77.67903815995818,2351.6292,7.763289
ENO1,1131.6666666666667,50.23,ENO1,True,5411.0,2.0371144798745426,6.903956522975393,1.1525580380199998,802657.1,1228,False,1228,3.9436972,1.5981134,35.80763199163617,7544.293,8.928679
HMGN2P17,508.0,48.05,HMGN2P17,False,,0.25248301097752224,0.33004744021854554,0.6792988465094107,78867.266,372,False,372,1.0219477,0.70406127,80.55410350235232,1954.9861,7.5786495
H6PD,5812.333333333333,52.29,H6PD,False,,0.11918452692106639,0.21695916729183892,1.004732790401128,44790.2,157,False,157,0.44602057,0.36881536,91.79299529534762,853.23737,6.7502093
PIK3CD,2441.714285714286,51.32999999999999,PIK3CD,False,,1.094093047569263,2.7474180185342556,1.0333575209308505,395109.03,890,False,890,2.7102165,1.3110902,53.47621536853111,5184.644,8.553649
CLSTN1,3598.5,47.37,CLSTN1,False,,0.527443805541035,0.8738541842097793,0.7856688099219503,195505.25,623,False,623,1.7984622,1.02907,67.43335075797177,3440.458,8.14365
LZIC,1121.5,43.88999999999999,LZIC,False,,0.1134343962362781,0.19476189122213786,0.9507417138985202,40458.957,158,False,158,0.4436337,0.36716333,91.74072138003136,848.67126,6.7448497
UBE4B,2103.3636363636365,44.12,UBE4B,False,,0.20125457396759017,0.32610721183183916,0.8591925295456211,69996.36,280,False,280,0.78429526,0.57902354,85.363303711448,1500.3568,7.3141246
KIF1B,4289.3,41.99,KIF1B,False,,0.08991113434396236,0.15927577661759332,0.995075690028795,35571.785,120,False,120,0.3419289,0.29410806,93.72713016204915,654.11,6.484803
RNU6-37P,107.0,45.79,RNU6-37P,False,,0.06272869837950862,0.07033083482973793,0.6426403020536912,68793.04,110,False,110,0.30283841,0.2645453,94.24986931521171,579.3299,6.363597
PGD,912.9166666666666,47.69,PGD,False,,0.1934134866701516,0.37784362444144437,1.039337236390288,73907.94,248,False,248,0.70259553,0.53215384,87.03606900156822,1344.0653,7.204198
DFFA,2726.3333333333335,48.52,DFFA,True,3887.0,0.25039205436487194,0.5863296056272105,1.21779713651355,130732.234,265,False,265,0.7898158,0.5821127,86.14741244119185,1510.9176,7.321134
PEX14,1014.0,45.03,PEX14,False,,0.17511761630946157,0.3192131791508003,0.9776370464341297,68591.34,233,False,233,0.66328037,0.5087918,87.82017773131207,1268.8553,7.1466584
CASZ1,2272.222222222222,56.730000000000004,CASZ1,False,,0.1207527443805541,0.2254739100669939,1.029704084475845,51159.383,160,False,160,0.45514467,0.37510532,91.63617354939885,870.6918,6.770436
TARDBP,1176.4,44.019999999999996,TARDBP,False,,0.5363303711447988,1.072031924270631,0.9454439974072948,186070.27,588,False,588,1.7030615,0.994385,69.26293779404078,3257.9565,8.089162
SRM,669.3333333333334,59.88,SRM,False,,0.12650287506534239,0.23398865284214862,1.016783121620731,49724.92,161,False,161,0.45941356,0.37803468,91.58389963408258,878.85815,6.779761
EXOSC10,1386.6666666666667,46.38,EXOSC10,False,,0.41766858337689494,0.802972176716457,0.9424374667416784,145047.14,480,False,480,1.3836108,0.8686165,74.90852064819656,2646.8477,7.881502
MTOR,2618.1428571428573,44.540000000000006,MTOR,False,,0.25718766335598536,0.4055772330694838,0.8180470144414131,85317.78,346,False,346,0.96970224,0.6778824,81.91322530057501,1855.0404,7.526201
UBIAD1,1673.75,48.21,UBIAD1,True,5241.0,0.170935703084161,0.3687782558009835,1.1593301660732285,69342.52,221,False,221,0.6322899,0.48998386,88.44746471510716,1209.5706,7.098847
FBXO44,1593.2222222222222,54.94,FBXO44,False,,0.2493465760585468,0.4948021355753537,1.0324049330976215,90157.06,298,False,298,0.85592026,0.61838067,84.42237323575536,1637.3755,7.4014606
FBXO6,1083.6666666666667,55.28,FBXO6,False,,0.08572922111866178,0.1516424726655542,0.996318156922915,34938.812,114,False,114,0.327954,0.2836394,94.04077365394669,627.376,6.4431386
MAD2L2,1042.111111111111,53.90999999999998,MAD2L2,True,5125.0,0.11604809200209096,0.24489399768594983,1.1668030536665206,62731.207,141,False,141,0.40766758,0.34193414,92.62937794040774,779.8681,6.660406
AGTRAP,911.0714285714286,54.37,AGTRAP,True,4090.0,0.34448510193413484,0.8284436808710308,1.2081667065881239,218199.11,368,False,368,1.0889723,0.7366722,80.76319916361736,2083.204,7.6421423
MTHFR,3424.222222222222,54.52999999999999,MTHFR,True,6783.0,0.25405122843700995,0.5316585266629783,1.0868630826341472,105003.75,291,False,291,0.84377414,0.6118146,84.78829064296916,1614.1399,7.387177
CLCN6,2392.777777777778,47.769999999999996,CLCN6,True,5135.0,0.09357030841610037,0.19469190104263506,1.1660895011101648,40016.55,119,False,119,0.33893645,0.2918756,93.77940407736538,648.38544,6.4760265
RNU5E-1,120.0,40.0,RNU5E-1,True,5232.0,0.12754835337166753,0.26928776243583247,1.1599147935840846,45781.516,155,False,155,0.44181246,0.36590096,91.89754312598014,845.18726,6.740741
KIAA2013,2677.0,55.79,KIAA2013,True,7205.0,0.14218504966021955,0.28207409335377553,1.0813706714918079,66094.27,180,False,180,0.516821,0.4166167,90.59069524307371,988.67865,6.8973804
MFN2,1823.8333333333333,51.12,MFN2,True,6591.0,0.3230527966544694,0.6989295876922265,1.0951172472593866,141801.33,359,False,359,1.0459832,0.7158784,81.23366440146367,2000.9658,7.601885
MIIP,1151.375,55.62,MIIP,False,,0.17511761630946157,0.34013368124285065,1.0417091437378845,68620.836,227,False,227,0.647404,0.49920073,88.13382122320962,1238.4839,7.1224504
TNFRSF1B,2058.0,55.39,TNFRSF1B,True,974.0,0.9958180867746994,3.65270216772706,1.5440723153080969,445526.62,802,False,802,2.4505217,1.2385254,58.076319916361726,4687.848,8.452942
VPS13D,4312.875,42.33,VPS13D,False,,0.5154208050182959,0.9978007773284266,0.9212581434643344,186465.22,574,False,574,1.6674755,0.9811325,69.99477260846838,3189.8806,8.068052
DHRS3,1031.0,51.31,DHRS3,False,,0.13695765812859384,0.2594754673484874,1.0355405962096318,50181.293,169,False,169,0.48599812,0.3960867,91.16570831155254,929.7144,6.8359523
PRDM2,2571.0714285714284,43.440000000000005,PRDM2,False,,0.6272869837950863,1.2056776252332067,0.8864551172848583,255842.95,675,False,675,1.978655,1.0914718,64.71510716152639,3785.167,8.239109
EFHD2,1659.0,56.77,EFHD2,True,1360.0,1.0601150026136958,3.7312169323741866,1.4596856132274436,458299.25,745,False,745,2.3379102,1.2053449,61.05593308938839,4472.4224,8.405909
DNAJC16,2576.3333333333335,44.67000000000001,DNAJC16,False,,0.07370622059592263,0.09550597431797873,0.7361743324267328,32013.66,118,False,118,0.3252054,0.28156745,93.83167799268165,622.1179,6.434736
CHCHD2P6,454.5,60.82,CHCHD2P6,False,,0.0690015682174595,0.07264215114816708,0.6002044082219417,26271.332,124,False,124,0.3377623,0.29099828,93.51803450078411,646.1393,6.4725614
DDI2,2652.6666666666665,42.4,DDI2,False,,0.167276529012023,0.32033028803146085,1.0308688899471345,62612.105,207,False,207,0.59087396,0.46428353,89.17929952953476,1130.3419,7.03116
PLEKHM2,2423.0,52.0,PLEKHM2,True,6864.0,0.349189754312598,0.7556178055016649,1.085338179971776,1149183.6,372,False,372,1.1027334,0.7432381,80.55410350235232,2109.529,7.654694
RP11-169K16.6,490.0,50.82,RP11-169K16.6,False,,0.06377417668583377,0.07124453475121781,0.6396927869692691,32123.035,113,False,113,0.3126984,0.27208486,94.09304756926294,598.192,6.395582
RP11-169K16.7,396.0,45.93,RP11-169K16.7,False,,0.26293779404077366,0.36754303849240955,0.7235507801359081,98803.95,380,False,380,1.0649959,0.72512823,80.13591217982227,2037.337,7.6198897
RP11-169K16.8,441.0,55.63,RP11-169K16.8,False,,0.36591740721380034,0.5082938362710976,0.6927002656232244,180129.4,507,False,507,1.4285555,0.8872966,73.4971249346576,2732.8267,7.9134574
RP11-169K16.9,2132.0,50.07,RP11-169K16.9,True,3637.0,0.11186617877679038,0.250031714300087,1.2387731685396115,45267.285,129,False,129,0.375321,0.31868717,93.25666492420282,717.9891,6.577846
SPEN,3360.6,42.99,SPEN,False,,0.46994249869315213,0.7502728523404031,0.7700823479825482,237923.33,591,False,591,1.7029516,0.99434435,69.106116048092,3257.7463,8.089098
ZBTB17,1111.8823529411766,51.22000000000002,ZBTB17,True,4879.0,0.17511761630946157,0.385112760740759,1.1794641529409573,66441.73,210,False,210,0.60142434,0.47089344,89.02247778358598,1150.5248,7.0488424
FBXO42,2805.0,43.85,FBXO42,True,4950.0,0.2749607945635128,0.62728589019853,1.1754194071439448,143843.86,302,False,302,0.87941736,0.63096184,84.21327757449033,1682.3254,7.4285264
SZRD1,1503.8181818181818,48.100000000000016,SZRD1,False,,0.5368531102979613,1.1096505521568987,0.9775204840774125,198303.11,566,False,566,1.6641041,0.9798678,70.41296393099843,3183.4312,8.066029
SPATA21,1840.8,50.37,SPATA21,False,,0.06795608991113435,0.08952181397047741,0.7516651848819143,32303.86,109,False,109,0.30818734,0.26864246,94.30214323052797,589.5624,6.3810754
NECAP2,1339.3846153846155,49.399999999999984,NECAP2,True,6113.0,0.5206481965499216,1.2214615043076718,1.1147347986359673,220738.77,539,False,539,1.5828552,0.94889545,71.82435964453737,3028.002,8.015988
RNU1-1,164.0,54.27,RNU1-1,False,,0.35232618923157344,0.5860523789005891,0.8333811407420865,188143.72,445,False,445,1.2668549,0.81839335,76.73810768426556,2423.4934,7.793378
NBPF1,2260.0,43.99,NBPF1,False,,0.15525352848928384,0.21071637135914298,0.7349461060106381,64674.742,236,False,236,0.66387534,0.50914943,87.6633559853633,1269.9935,7.1475544
CROCCP2,2185.6666666666665,53.25,CROCCP2,False,,0.5729221118661788,1.2197057350390603,0.9965864462660816,251358.64,598,False,598,1.7647038,1.0169334,68.7401986408782,3375.8782,8.124707
RNU1-3,164.0,54.27,RNU1-3,False,,0.2211186617877679,0.3292190408283343,0.7829012585478843,77709.31,322,False,322,0.8935579,0.63845754,83.16779926816518,1709.3762,7.4444685
CROCC,1759.923076923077,49.13999999999999,CROCC,False,,0.25248301097752224,0.4377880259926037,0.901048954888085,89386.875,321,False,321,0.91171217,0.6479993,83.22007318348145,1744.1053,7.46457
ATP13A2,1533.0,57.23000000000001,ATP13A2,True,3674.0,0.21798222686879248,0.5115593155835336,1.2355734842385764,93683.63,226,False,226,0.6711622,0.5135193,88.18609513852587,1283.9332,7.158462
SDHB,701.75,43.51,SDHB,False,,0.3497124934657606,0.6532648231545042,0.9367501151256379,131624.98,415,False,415,1.196746,0.7869772,78.30632514375327,2289.375,7.7364707
RCC2,2300.0,51.68,RCC2,False,,0.30162049137480396,0.5005046948100075,0.8464366321992413,98643.44,384,False,384,1.0826449,0.7336387,79.92681651855725,2071.0999,7.6363177
IFFO2,2575.0,54.34,IFFO2,True,6592.0,0.2660742289597491,0.5635817036922011,1.0950870555366523,110388.73,304,False,304,0.8854914,0.6341885,84.10872974385781,1693.945,7.4354057
UBR4,4582.0,43.74,UBR4,False,,0.893883951907998,2.1273318212538226,1.0262362470949193,356802.34,809,False,809,2.4336236,1.2336161,57.71040250914794,4655.522,8.446024
EMC1,1995.357142857143,46.63,EMC1,False,,0.1447987454260324,0.2661562487013534,1.0005821632177532,59820.895,189,False,189,0.5354974,0.42885438,90.1202300052274,1024.4066,6.9328446
MRTO4,1100.6666666666667,53.49,MRTO4,True,5116.0,0.12493465760585468,0.26524090838504205,1.1680632693663808,58600.266,149,False,149,0.4320598,0.3591138,92.21118661787769,826.5304,6.718446
AKR7A2,947.0,52.86999999999999,AKR7A2,False,,0.06638787245164662,0.09966984320012581,0.8577296837722904,25262.406,102,False,102,0.2818522,0.24830605,94.66806063774177,539.1832,6.2919083
CAPZB,1126.2727272727273,49.220000000000006,CAPZB,False,,1.9822268687924725,4.791524954779778,0.8302019972680025,939029.7,1319,False,1319,4.2342257,1.655219,31.050705697856774,8100.074,8.999752
MINOS1,903.1111111111111,42.949999999999996,MINOS1,False,,0.11395713538944068,0.15332497096501108,0.7448087896192372,43977.254,176,False,176,0.49289736,0.40071878,90.79979090433874,942.91266,6.8500338
RPS14P3,455.0,55.38,RPS14P3,False,,0.6842655514898066,0.9358244733785854,0.6213285190698292,300991.44,847,False,847,2.4786882,1.2466552,55.723993727130164,4741.7305,8.464368
TMCO4,1509.111111111111,48.92000000000001,TMCO4,True,3880.0,0.19602718243596445,0.44952395741972506,1.2186588564463823,71685.8,231,False,231,0.6656486,0.51021457,87.9247255619446,1273.3857,7.1502194
OTUD3,2377.0,41.28,OTUD3,False,,0.08050182958703607,0.13995958067133732,0.9828900299205707,25773.688,114,False,114,0.31561148,0.27430156,94.04077365394669,603.7648,6.4048395
MUL1,2436.0,47.53,MUL1,True,6529.0,0.08677469942498693,0.16924445601226587,1.0978036869234962,28388.146,108,False,108,0.30610105,0.2670464,94.35441714584422,585.5713,6.3742943
PINK1,2713.0,50.78,PINK1,False,,0.14375326711970726,0.24972167967681996,0.9461333909902442,52237.02,190,False,190,0.53640264,0.42944375,90.06795608991114,1026.1383,6.9345317
DDOST,1204.5,50.54,DDOST,False,,0.9477260846837429,2.066303665516949,0.9282056290756401,349051.72,864,False,864,2.5807502,1.2755723,54.835337166753796,4936.975,8.50471
HP1BP3,1313.2857142857142,41.17000000000001,HP1BP3,False,,0.4793518034500784,0.9798297051444891,0.983174231559978,196991.44,537,False,537,1.5594306,0.9397848,71.9289074751699,2983.1907,8.001084
EIF4G3,2633.722222222222,39.36000000000001,EIF4G3,False,,0.13068478829064298,0.1973477002758054,0.8282152296331503,52086.77,190,False,190,0.52842444,0.42423743,90.06795608991114,1010.8759,6.9195614
ECE1,1713.923076923077,52.190000000000005,ECE1,False,,0.16048092002090958,0.3042533250803243,1.023982764914751,62006.51,204,False,204,0.5795845,0.4571618,89.33612127548353,1108.7451,7.0118856
NBPF3,1869.5833333333333,43.050000000000004,NBPF3,False,,0.060637741766858336,0.07477302403506508,0.7081484378518907,22425.385,102,False,102,0.27917528,0.24621555,94.66806063774177,534.0623,6.2823834
USP48,1672.8666666666666,41.84000000000002,USP48,False,,0.46994249869315213,0.9542477477378922,0.9794428038316502,183548.3,505,False,505,1.4893032,0.91200286,73.60167276529013,2849.037,7.955087
RP11-26H16.1,439.5,44.31,RP11-26H16.1,False,,5.128593831677993,19.584919412869887,0.8590940332278132,1997743.8,1540,False,1540,5.5699,1.8824986,19.498170412963933,10655.219,9.273899
LINC00339,810.6,46.95,LINC00339,False,,0.09984317825405123,0.16314328083340798,0.9122172476995871,33604.13,139,False,139,0.3866047,0.3268581,92.73392577104025,739.57477,6.6074266
CDC42,1395.5,41.82,CDC42,False,,2.4171458442237324,6.678408795140969,0.8806071365020978,959818.5,1352,False,1352,4.4191327,1.6899358,29.325666492420275,8453.801,9.04249
ZBTB40,5994.25,42.7,ZBTB40,True,4673.0,0.6283324621014114,1.62695835803039,1.1938692801761448,228853.55,567,False,567,1.7012471,0.99371356,70.36069001568217,3254.4856,8.088097
KDM1A,1994.0,39.160000000000004,KDM1A,False,,0.08782017773131208,0.12199069568051205,0.7813353894538594,33860.68,134,False,134,0.3735232,0.31737912,92.99529534762155,714.54987,6.5730515
MIR4419A,77.0,59.74,MIR4419A,True,6874.0,0.09775222164140095,0.18970728794616007,1.0848290632106767,45757.305,119,False,119,0.3458058,0.29699293,93.77940407736538,661.5265,6.4960604
LUZP1,5208.166666666667,43.28,LUZP1,True,7388.0,0.17929952953476216,0.35957126640668174,1.0735165582990331,61456.492,224,False,224,0.63207996,0.48985526,88.29064296915838,1209.169,7.098515
HNRNPR,2024.6153846153845,38.85000000000001,HNRNPR,True,5607.0,0.9179299529534762,2.442528767057378,1.1408521332475918,387675.56,784,False,784,2.3657212,1.2136422,59.017250392054365,4525.6245,8.417732
RPL11,721.0,46.18,RPL11,False,,28.283847360167275,375.57367724028717,0.9282816058283859,13240596.0,1769,False,1769,8.038068,2.2014453,7.527443805541035,15376.823,9.640681
