gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,n_counts,n_cells,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
ZBTB48,1423.25,57.77999999999999,ZBTB48,False,,0.5720369056068133,5.303223191818829,1.09183901007787,76118.41,198,False,198,0.778136,0.57556564,85.94748048261178,1096.3937,7.0006933
KLHL21,2695.8,54.46,KLHL21,False,,0.1547196593328602,0.7714993709271563,0.7138534479569105,20417.764,79,False,79,0.2945546,0.2581667,94.39318665720369,415.02744,6.030751
THAP3,1030.875,56.769999999999996,THAP3,True,5767.0,0.40028388928317954,3.8552840102587265,1.1996988849598613,56033.387,131,False,131,0.5217067,0.41983253,90.70262597586941,735.0847,6.601345
DNAJC11,1410.857142857143,46.600000000000016,DNAJC11,True,4816.0,0.5635202271114266,6.037333053745411,1.2644836184076114,106734.23,209,False,209,0.80049527,0.58806175,85.16678495386799,1127.8978,7.028997
CAMTA1,1567.2941176470588,48.0,CAMTA1,False,,0.44712562100780695,3.6635730531001975,1.0016161210468066,59016.664,170,False,170,0.6646012,0.50958556,87.9347054648687,936.4231,6.843135
VAMP3,1144.3333333333333,42.77,VAMP3,False,,0.2739531582682754,1.6052940915542948,0.7745058251857475,51234.812,134,False,134,0.50878733,0.41130623,90.48970901348474,716.88135,6.5763044
PARK7,811.3,45.40999999999999,PARK7,False,,3.099361249112846,33.11512033034383,1.0763642851226651,422232.16,741,False,741,3.0940716,1.4095399,47.40951029098651,4359.547,8.380353
RERE,2044.111111111111,41.89999999999999,RERE,False,,0.40099361249112847,1.8852546938512138,0.5854411499554124,57315.25,240,False,240,0.8793813,0.63094264,82.9666430092264,1239.0482,7.1229057
ENO1,1131.6666666666667,50.23,ENO1,False,,6.312987934705465,73.76773602329176,1.0623650584652158,970139.5,1020,False,1020,4.592009,1.7213386,27.608232789212206,6470.1406,8.775107
HMGN2P17,508.0,48.05,HMGN2P17,False,,0.1185237757274663,0.2238682737595977,0.28358739495458035,16227.085,130,False,130,0.4331071,0.3598449,90.7735982966643,610.2479,6.4155025
RP3-477M7.5,352.0,41.76,RP3-477M7.5,True,6265.0,0.30872959545777146,2.780328569585132,1.1697956826646323,41902.11,102,False,102,0.40639114,0.34102696,92.76082327892122,572.6051,6.351941
H6PD,5812.333333333333,52.29,H6PD,False,,0.32860184528034064,1.9239043647977279,0.7529398129631473,70225.875,149,False,149,0.570845,0.4516137,89.42512420156139,804.3206,6.6912403
PIK3CD,2441.714285714286,51.32999999999999,PIK3CD,False,,2.5833924769339958,23.098331948835675,0.9165416063576234,364584.16,727,False,727,2.9688072,1.3784657,48.40312278211497,4183.0493,8.339035
CLSTN1,3598.5,47.37,CLSTN1,False,,0.9318665720369056,5.65586590263889,0.6730931491210419,165261.23,363,False,363,1.4364021,0.8905224,74.23704755145492,2023.8905,7.6132708
LZIC,1121.5,43.88999999999999,LZIC,False,,0.29879347054648686,2.4980170091618805,1.0914818927578036,41801.355,113,False,113,0.43902385,0.363965,91.98012775017743,618.5846,6.429049
UBE4B,2103.3636363636365,44.12,UBE4B,False,,0.31866572036905605,2.053919809342543,0.8330095114244231,49221.918,178,False,178,0.653628,0.50297165,87.36692689850958,920.96185,6.8265038
PGD,912.9166666666666,47.69,PGD,True,5586.0,0.48899929027679206,4.911988273436995,1.2113912162946507,67310.85,157,False,157,0.6219119,0.48360562,88.85734563520226,876.27386,6.776819
DFFA,2726.3333333333335,48.52,DFFA,False,,0.7239176721078779,7.0153437318536795,1.1058789822950899,98012.55,224,False,224,0.8969232,0.6402332,84.10220014194464,1263.7648,7.1426415
PEX14,1014.0,45.03,PEX14,False,,0.2427253371185238,1.269167567262403,0.7024591587091948,36117.137,128,False,128,0.4791511,0.39146835,90.91554293825408,675.1239,6.5163765
TARDBP,1176.4,44.019999999999996,TARDBP,False,,1.3229240596167495,12.302606216530162,0.9989981611485512,239280.42,455,False,455,1.7990166,1.0292681,67.70759403832504,2534.8145,7.83827
SRM,669.3333333333334,59.88,SRM,False,,0.24627395315826828,1.6047890186463654,0.8736420033264444,32852.645,96,False,96,0.37508473,0.31851536,93.18665720369056,528.4944,6.2719226
EXOSC10,1386.6666666666667,46.38,EXOSC10,True,4831.0,0.8573456352022711,9.680629597070771,1.2633788898200486,113386.664,297,False,297,1.1534432,0.767068,78.92122072391767,1625.2014,7.394002
MTOR,2618.1428571428573,44.540000000000006,MTOR,False,,0.25691980127750175,1.4992862442738242,0.7779140470386522,37055.98,134,False,134,0.4983945,0.40439418,90.48970901348474,702.23785,6.555695
UBIAD1,1673.75,48.21,UBIAD1,True,5457.0,0.41731724627395317,4.114074899993544,1.219113192467905,53605.438,162,False,162,0.6163597,0.48017654,88.50248403122782,868.45087,6.767862
FBXO44,1593.2222222222222,54.94,FBXO44,False,,0.47835344215755854,2.9514131960126515,0.7465830050467148,61585.38,216,False,216,0.81302744,0.59499806,84.66997870830376,1145.5557,7.0445175
FBXO6,1083.6666666666667,55.28,FBXO6,True,5225.0,0.24698367636621718,2.278444375443578,1.2363211376568237,34578.15,86,False,86,0.34068996,0.29318437,93.89638041163946,480.03214,6.1759343
MAD2L2,1042.111111111111,53.90999999999998,MAD2L2,True,4187.0,0.2036905606813343,1.939304551906573,1.3090102160849693,28305.516,80,False,80,0.3106519,0.27052465,94.3222143364088,437.70853,6.083835
AGTRAP,911.0714285714286,54.37,AGTRAP,True,1554.0,0.8218594748048261,11.923499096715933,1.6308734711377129,108822.95,228,False,228,0.91651404,0.6505079,83.81831085876507,1291.3683,7.164232
MTHFR,3424.222222222222,54.52999999999999,MTHFR,True,5856.0,0.46202980837473384,4.532825706497198,1.1933331095389217,90246.54,191,False,191,0.72896457,0.5475227,86.44428672817601,1027.1111,6.9354787
CLCN6,2392.777777777778,47.769999999999996,CLCN6,False,,0.15188076650106458,0.7567453948641835,0.7153937147369545,19286.135,82,False,82,0.29823464,0.26100537,94.18026969481902,420.21262,6.0431376
KIAA2013,2677.0,55.79,KIAA2013,True,801.0,0.37189496096522356,5.398527727595334,1.8304549790824576,58974.18,108,False,108,0.43071136,0.35817176,92.33498935415187,606.8723,6.409965
MFN2,1823.8333333333333,51.12,MFN2,False,,0.49467707594038324,2.7359446577198465,0.6658086818787845,118892.58,227,False,227,0.86772645,0.6247219,83.88928317955997,1222.6266,7.1095743
MIIP,1151.375,55.62,MIIP,True,5755.0,0.5053229240596168,5.0583878395380335,1.2011023407813732,81419.266,172,False,172,0.6778315,0.5175022,87.79276082327893,955.0646,6.8628254
TNFRSF1B,2058.0,55.39,TNFRSF1B,False,,0.9198012775017743,6.77410336957224,0.8178572208794893,158775.94,330,False,330,1.3141207,0.8390298,76.5791341376863,1851.5961,7.524343
VPS13D,4312.875,42.33,VPS13D,False,,0.7601135557132718,5.7719590780050325,0.8613215976511575,110103.22,297,False,297,1.1471046,0.7641202,78.92122072391767,1616.2704,7.388495
DHRS3,1031.0,51.31,DHRS3,True,914.0,0.49964513839602553,7.456143339892904,1.7936891536935853,69218.61,181,False,181,0.6982097,0.5295746,87.15400993612491,983.77747,6.8924155
PRDM2,2571.0714285714284,43.440000000000005,PRDM2,False,,1.1298793470546487,10.824738692818858,1.0428368370390422,156948.62,397,False,397,1.541134,0.93261045,71.82398864442867,2171.4578,7.6836143
EFHD2,1659.0,56.77,EFHD2,True,3303.0,2.1710432931156847,28.95296773178916,1.385285722313401,293189.66,461,False,461,1.9497778,1.0817299,67.2817601135557,2747.237,7.918715
DNAJC16,2576.3333333333335,44.67000000000001,DNAJC16,False,,0.16252661462029808,1.193026566230079,1.0430083945736732,22536.459,83,False,83,0.30488658,0.2661161,94.10929737402412,429.5852,6.065145
DDI2,2652.6666666666665,42.4,DDI2,False,,0.6643009226401704,6.176288591199433,1.0729959735323207,90496.805,209,False,209,0.83128947,0.60502034,85.16678495386799,1171.2869,7.066712
PLEKHM2,2423.0,52.0,PLEKHM2,True,2513.0,0.914833215046132,12.17171873991874,1.4783466022070109,1152797.9,253,False,253,1.0277345,0.7069192,82.04400283889284,1448.078,7.2786827
RP11-169K16.7,396.0,45.93,RP11-169K16.7,False,,0.4350603264726757,1.4263551277501765,0.40256390018930693,63846.875,287,False,287,1.0485302,0.71712255,79.63094393186657,1477.379,7.2987013
RP11-169K16.8,441.0,55.63,RP11-169K16.8,False,,0.4854506742370476,0.7755339054132487,0.19287512746670296,68101.805,441,False,441,1.5315669,0.92883843,68.7012065294535,2157.9778,7.67739
RP11-169K16.9,2132.0,50.07,RP11-169K16.9,True,6676.0,0.25975869410929736,2.2492388621846584,1.1525946870405361,41717.984,93,False,93,0.36935642,0.31434086,93.39957416607523,520.4232,6.256562
SPEN,3360.6,42.99,SPEN,False,,0.4982256919801277,4.069776679140579,0.9822673788711612,69637.74,252,False,252,0.93379915,0.65948653,82.11497515968772,1315.723,7.1829014
ZBTB17,1111.8823529411766,51.22000000000002,ZBTB17,True,3737.0,0.38537970191625265,4.121973595070643,1.3409505059169065,64340.203,135,False,135,0.52378696,0.42119867,90.41873669268985,738.01587,6.6053195
FBXO42,2805.0,43.85,FBXO42,True,7105.0,0.5940383250532293,5.759793978643791,1.1359884219766214,91587.91,222,False,222,0.86149794,0.6213815,84.24414478353442,1213.8506,7.1023765
SZRD1,1503.8181818181818,48.100000000000016,SZRD1,True,5662.0,1.4435770049680625,16.326537195948145,1.2069153473064471,192937.66,422,False,422,1.684255,0.9874032,70.04968062455642,2373.1152,7.7723804
NECAP2,1339.3846153846155,49.399999999999984,NECAP2,True,5990.0,1.4166075230660042,15.719070585199114,1.185787326859096,198172.03,452,False,452,1.7890652,1.0257065,67.92051100070972,2520.793,7.8327255
CROCCP3,1900.3333333333333,51.27,CROCCP3,False,,0.19091554293825408,1.1460537776630755,0.8326724177650108,27391.16,84,False,84,0.3215751,0.2788243,94.03832505322924,453.0993,6.1183157
NBPF1,2260.0,43.99,NBPF1,False,,0.3420865862313698,1.2649959271565971,0.47246384991340745,50756.875,253,False,253,0.9014827,0.642634,82.04400283889284,1270.1891,7.147708
CROCCP2,2185.6666666666665,53.25,CROCCP2,True,7126.0,1.3456352022711142,14.232013960578065,1.1346583682817324,187736.64,418,False,418,1.6682779,0.9814333,70.33356990773598,2350.6035,7.7628527
MST1P2,1983.6666666666667,60.21,MST1P2,True,761.0,0.29382540809084456,4.1437189496096565,1.84581154843512,44548.85,88,False,88,0.34299564,0.29490268,93.75443577004968,483.28085,6.182665
CROCC,1759.923076923077,49.13999999999999,CROCC,True,5684.0,0.7004968062455642,7.369040946190088,1.205568440915052,103502.18,252,False,252,0.9774069,0.68178636,82.11497515968772,1377.1664,7.228509
RP11-108M9.4,362.6666666666667,56.830000000000005,RP11-108M9.4,False,,0.45209368346344925,1.9609490934899,0.5293158784885559,62367.133,264,False,264,0.9688291,0.677439,81.26330731014903,1365.0802,7.219701
ATP13A2,1533.0,57.23000000000001,ATP13A2,False,,0.45493257629524486,4.0748495870701325,1.092009917627265,64342.71,149,False,149,0.5949642,0.4668513,89.42512420156139,838.30457,6.7325735
SDHB,701.75,43.51,SDHB,True,377.0,1.2966643009226402,24.78408687657266,2.056536729680575,171067.58,314,False,314,1.2647947,0.81748414,77.71469127040454,1782.0958,7.4861064
RCC2,2300.0,51.68,RCC2,False,,0.5762952448545068,4.261397912768554,0.8699506509984617,77938.1,262,False,262,0.9821864,0.68420047,81.40525195173882,1383.9006,7.2333837
IFFO2,2575.0,54.34,IFFO2,False,,0.6763662171753017,5.115357240789731,0.8707358471905126,98128.4,247,False,247,0.97671586,0.68143684,82.46983676366217,1376.1926,7.2278023
UBR4,4582.0,43.74,UBR4,True,2280.0,1.7686302342086586,25.320009557068143,1.5064859648979034,264328.38,463,False,463,1.8722911,1.05511,67.13981547196593,2638.058,7.878177
EMC1,1995.357142857143,46.63,EMC1,False,,0.255500354861604,1.7145027501774317,0.8951834437764202,37360.035,122,False,122,0.45815665,0.37717307,91.34137686302341,645.5427,6.471639
MRTO4,1100.6666666666667,53.49,MRTO4,True,3391.0,0.41660752306600424,4.632422857926321,1.3754581805254118,79015.33,161,False,161,0.620362,0.48264956,88.57345635202272,874.09,6.774327
AKR7A2,947.0,52.86999999999999,AKR7A2,False,,0.12278211497515969,0.6205672543389898,0.7538317339989189,16482.543,75,False,75,0.26965162,0.23874255,94.67707594038325,379.93915,5.94264
CAPZB,1126.2727272727273,49.220000000000006,CAPZB,False,,3.254790631653655,29.59625721820752,0.9112149569541277,455491.34,864,False,864,3.5569873,1.5166618,38.679914833215044,5011.795,8.519749
MINOS1,903.1111111111111,42.949999999999996,MINOS1,False,,0.48899929027679206,1.3864200916188152,0.341917982614866,66648.67,368,False,368,1.3079462,0.836358,73.88218594748048,1842.8962,7.519636
RPS14P3,455.0,55.38,RPS14P3,False,,0.6891412349183819,1.1305709239305746,0.1884111695748979,116057.734,601,False,601,2.1078126,1.1339191,57.34563520227112,2969.908,7.996623
TMCO4,1509.111111111111,48.92000000000001,TMCO4,True,1069.0,0.2590489709013485,3.398044833537649,1.7466899308410533,33468.59,97,False,97,0.36856323,0.31376144,93.11568488289566,519.3056,6.2544165
MUL1,2436.0,47.53,MUL1,False,,0.26614620298083747,2.165621572359507,1.0796389679935319,38501.492,102,False,102,0.39972094,0.3362729,92.76082327892122,563.2068,6.3354206
PINK1,2713.0,50.78,PINK1,True,6502.0,0.24201561391057488,2.085562979869671,1.1581845517148788,53543.723,98,False,98,0.38184595,0.32342026,93.04471256210078,538.02094,6.2897544
DDOST,1204.5,50.54,DDOST,False,,2.388928317955997,19.590104603522942,0.8459827247049531,336189.47,692,False,692,2.8290474,1.3426161,50.88715400993613,3986.1277,8.290827
HP1BP3,1313.2857142857142,41.17000000000001,HP1BP3,False,,0.9056068133427964,7.294350643589919,0.8959361552998414,135521.55,335,False,335,1.2992505,0.8325832,76.22427253371185,1830.6439,7.512969
EIF4G3,2633.722222222222,39.36000000000001,EIF4G3,False,,0.1540099361249113,0.8477129572875669,0.7885573779490388,21219.023,74,False,74,0.27885717,0.24596685,94.74804826117814,392.90976,5.976122
ECE1,1713.923076923077,52.190000000000005,ECE1,True,7144.0,0.33286018452803406,2.939551543647972,1.133335696387839,43530.79,136,False,136,0.51647043,0.41638556,90.34776437189495,727.70685,6.5912714
NBPF3,1869.5833333333333,43.050000000000004,NBPF3,False,,0.12349183818310859,0.40377302567907675,0.48713661467400615,33069.72,94,False,94,0.33447087,0.28853485,93.32860184528033,471.26947,6.15755
USP48,1672.8666666666666,41.84000000000002,USP48,False,,0.8317955997161107,6.353079230918143,0.8574334948966802,120407.83,333,False,333,1.2794237,0.82392263,76.36621717530163,1802.708,7.4975996
RP11-26H16.1,439.5,44.31,RP11-26H16.1,False,,2.596167494677076,7.144331892380194,0.2819725448281294,388049.1,1085,False,1085,4.3074174,1.6691053,22.995031937544354,6069.151,8.711139
LINC00339,810.6,46.95,LINC00339,False,,0.17814052519517387,1.2729309148977352,1.001709407285339,24647.89,76,False,76,0.2895171,0.2542678,94.60610361958835,407.9296,6.013543
CDC42,1395.5,41.82,CDC42,False,,3.718239886444287,21.864446899800022,0.5800733578794212,566483.75,981,False,981,4.154607,1.6398908,30.376153300212916,5853.841,8.675024
ZBTB40,5994.25,42.7,ZBTB40,False,,1.0056777856635912,6.769854103490537,0.7408026787145209,167482.23,406,False,406,1.5820752,0.94859344,71.18523775727465,2229.144,7.709821
LUZP1,5208.166666666667,43.28,LUZP1,True,3668.0,0.41234918381831087,4.488228071165869,1.3488113027713342,56017.844,153,False,153,0.58782554,0.4623655,89.14123491838183,828.24615,6.720517
HNRNPR,2024.6153846153845,38.85000000000001,HNRNPR,False,,2.1667849538679915,21.951566431705487,1.0524979270286117,298519.56,564,False,564,2.3245027,1.20132,59.97161107168205,3275.2244,8.094447
RPL11,721.0,46.18,RPL11,True,5483.0,67.33924769339957,1887.9004542631758,1.2172249071263794,11029883.0,1329,False,1329,8.331401,2.233385,5.6777856635911945,11738.943,9.370752
TCEB3,2775.3333333333335,45.70000000000001,TCEB3,True,2548.0,0.42157558552164653,5.032375072585326,1.473580626187833,56779.293,148,False,148,0.568456,0.4500917,89.49609652235628,800.9545,6.687052
RP5-886K2.3,766.5,45.68,RP5-886K2.3,True,1360.0,0.23562810503903478,2.9146104184140924,1.6689377635233975,30186.012,71,False,71,0.28072697,0.24742787,94.96096522356281,395.54428,5.9827876
PITHD1,1216.3333333333333,44.59,PITHD1,False,,0.32292405961674947,2.4205039438028213,0.9666694305882406,47008.3,158,False,158,0.58949536,0.46341658,88.78637331440738,830.599,6.7233505
LYPLA2,976.9090909090909,62.38999999999999,LYPLA2,True,1034.0,1.360539389638041,22.25770311794297,1.7535827805852255,184066.2,343,False,343,1.3779044,0.8662196,75.65649396735273,1941.4673,7.5717144
HMGCL,1366.2,46.84000000000001,HMGCL,True,741.0,0.6167494677075941,9.808980619717396,1.853962582128875,75479.1,152,False,152,0.61744493,0.48084772,89.21220723917672,869.9799,6.769619
